24713399;2020-02-19 08:06:00;1361.0
24713399;2020-02-19 08:21:00;1361.0
24713399;2020-02-19 08:36:00;1361.0
24713399;2020-02-19 08:51:00;1361.0
24713399;2020-02-19 09:06:00;1361.0
24713399;2020-02-19 09:21:00;1361.0
24713399;2020-02-19 09:36:00;1361.0
24713399;2020-02-19 09:51:00;1361.0
24713399;2020-02-19 10:06:00;1361.0
24713399;2020-02-19 10:21:00;1361.0
24713399;2020-02-19 10:36:00;1361.0
24713399;2020-02-19 10:51:00;1361.0
24713399;2020-02-19 11:06:00;1361.0
24713399;2020-02-19 11:21:00;1361.0
24713399;2020-02-19 11:36:00;1361.0
24713399;2020-02-19 11:51:00;1361.0
24713399;2020-02-19 12:06:00;1361.0
24713399;2020-02-19 12:21:00;1361.0
24713399;2020-02-19 12:36:00;1361.0
24713399;2020-02-19 12:51:00;1361.0
24713399;2020-02-19 13:06:00;1361.0
24713399;2020-02-19 13:21:00;1361.0
24713399;2020-02-19 13:36:00;1361.0
24713399;2020-02-19 13:51:00;1361.0
24713399;2020-02-19 14:06:00;1361.0
24713399;2020-02-19 14:21:00;1361.0
24713399;2020-02-19 14:36:00;1361.0
24713399;2020-02-19 14:51:00;1361.0
24713399;2020-02-19 15:06:00;1361.0
24713399;2020-02-19 15:21:00;1361.0
24713399;2020-02-19 15:36:00;1361.0
24713399;2020-02-19 15:51:00;1361.0
24713399;2020-02-19 16:06:00;1361.0
24713399;2020-02-19 16:21:00;1361.0
24713399;2020-02-19 16:36:00;1361.0
24713399;2020-02-19 16:51:00;1361.0
24713399;2020-02-19 17:06:00;1361.0
24713399;2020-02-19 17:21:00;1361.0
24713399;2020-02-19 17:36:00;1361.0
24713399;2020-02-19 17:51:00;1361.0
24713399;2020-02-19 18:06:00;1361.0
24713399;2020-02-19 18:21:00;1361.0
24713399;2020-02-19 18:36:00;1361.0
24713399;2020-02-19 18:51:00;1361.0
24713399;2020-02-19 19:06:00;1361.0
24713399;2020-02-19 19:21:00;1361.0
24713399;2020-02-19 19:36:00;1361.0
24713399;2020-02-19 19:51:00;1361.0
24713399;2020-02-19 20:06:00;1361.0
24713399;2020-02-19 20:21:00;1361.0
24713399;2020-02-19 20:36:00;1361.0
24713399;2020-02-19 20:51:00;1361.0
24713399;2020-02-19 21:06:00;1361.0
24713399;2020-02-19 21:36:00;1361.0
24713399;2020-02-19 21:51:00;1361.0
24713399;2020-02-19 22:06:00;1361.0
24713399;2020-02-19 22:21:00;1361.0
24713399;2020-02-19 22:36:00;1361.0
24713399;2020-02-19 22:51:00;1361.0
24713399;2020-02-19 23:06:00;1361.0
24713399;2020-02-19 23:21:00;1361.0
24713399;2020-02-19 23:36:00;1361.0
24713399;2020-02-19 23:51:00;1361.0
24713399;2020-02-20 00:06:00;1361.0
